L1,Proficiency,Text,level
English,Lower beginner,Me planes para el futuro son simple. Soy licenciadoa universidad im uno anos. Tengo a grado im anthropologia. Quiero asistir a licenciado escuela im coloardo o Knoxville. Trabjo plane im sur esto o sur esto Estados Unidos. Vivo im sur Estados UnidosQuiero viagar mucho tiempo ober tengo la casa y familia. Pero ahora salgo Atlanta y Virgina . Tengo divertirse. Vuelvo estudio. Tengo estudio espana soy mal idioma.,A1
English,Lower beginner,"Hola, mi llamo es Sarah. Yo tengo catorce anos. Vivo en West Lafayette, Indiana. West Lafayette un region muy interesante. Mi casa es blanco. Mi madre tienes un jardin, de tomates y otros.  <br/>  Lafayette es un citudad de muchas gentes. Hay muchos papelerias. Yo va Central Catholic. es un escuala interesante y abburrido. Hay muchos coursos en la escuala. No es facil escribo la papel.  <br/>  Mi casa es loco en la tarde. Mi amigo viven en mi suburbio. Es Austin Rekerd. El es muy loco. Es doce anos. Yo tengo muchos amigos en la escuala. Nosotros somos ruidosamente en alumerzo. Reimos mucho.Somos loco. Mi amiga Kaitlin es muy alto. (ella es muy muy loco), y mi amigas Charley y Keira son bajas, y loco tambien. Mi amigos son loco tambien. Ustedes son Matt, Omar, Austin, Michael y Joe. Joe es mi favorito. es loco y comico. El es Intelegente, tambien. Yo jeugo futbol. mi amigas Alaina y kaitlin son en mi equipo tambien. Mi neighboorhood es grande, a menos que un individuo se ahogara en la charca el año pasado. Lo bebieron. Esto no es una tarea fácil. No hay mucho a escribir alrededor. yo reciebo marcas muy alta. Yo suy un alumna muy buena. Mi amigo, Joe, es un chico muy bueno. Reciebo marcas muy bueno ahora. La madre de Joe y mi madre son amigas muy buenas. Mi madre tiene muchas amigas. Ellas son la madres de mi amigos, so es OK. Mi hermana, Samantha es muy irritacion.! <br/>   Ella tiene once anos. es en escula en St. Lawernce.",A1
English,Lower beginner,"un día un niño estaba jugando con su perro y su rana. se durmió y cuando despertó su perro y su rana se escaparon. Estaba muy molesto. salió a buscarlos al bosque. buscó un árbol mientras el perro estaba detrás de él jugando con las abejas. Buscó una roca y el perro se escondía detrás de él. pensó que las cornamentas de los ciervos eran una rama, así que las agarró. el venado se asustó y el venado lo empujó desde una colina. cayó al agua y luego en un tronco y encontró a su perro y su rana detrás del tronco. Estaba muy feliz",A1
English,Upper beginner,"Hola me llamo Niall  <br/>  Mi amigo es Roasty <br/>  Mi amigo es JJ <br/>  Soy un sophmore en católico Central <br/>  Adoro jugar los deporte.  <br/>  Juego baloncesto, el fútbol, y el vestigio.  <br/>  Quiero divertirse con mis amigos.  <br/>  Yo también quiero divertirse con chicas.  <br/>  Mi equipo de fútbol colegial predilecto es Purdue.  <br/>  Mi equipo de baloncesto colegial predilecto es Duke.  <br/>  Mi equipo predilecto de NFL es el 49er's.  <br/>  Mi equipo predilecto del béisbol es los White Sox.",A2
English,Upper beginner,"La pelicula es inteligente y divertido, la pelicula comico. la pelicula es muy caro.la pelicula es muy largo. la pelicula es muy aburrido y malo.",A2
English,Upper beginner,"Me gusta Mickey Mouse. Es muy graioso y extrovertido. Lleva pantalones do rojo. Tiene novia. Ella es Minne Mouse. Le gustan bailar y jugar con sus amigos, Goofy y Donald Duck. Donald tiene nariz de anaranjado y es furioso siempre. Goofy es tonto poco y muy alto.",A2
English,Upper beginner,"Yo soy Andrel Simmons. Soy de Valdosta, Georgia. Valdosta es muy pequeño y aburrido. Hay es un universidad y bibleoteca. Hay es un planta de Coca Cola. Los amigos son extrovertidos",A2
English,Upper beginner,"Una persona famosa que me encanta es Oprah Winfrey. Oprah es una persona muy intellegente y ella es un bien modelo para el gente negro. Oprah tiene mucho dinero pero no expende en muchas cosas que no tienen (value), pero le expende en la gente de Africa y Asia tambien. Quando yo veo a Oprah en la television, me lloro a veces. No lloro al Oprah exactamente, pero lloro para la gente que habla con Oprah. El gente en la television con Oprah tienen muchas problemas. Yo creo que le gusta hacer el gente lloran. Tambien me encanta Denzel Washinton porque ello es un hombre muy quapo. Si, y Denzel hace bien novellas. Mi novella favorito de Denzel es Training Day. No creo que Denzel se muria en el fin de Training Day. No me gusta el policia que Denzel juega en la novella porque hace un policia mal.",A2
English,Upper beginner,Yo vivo en la region de Pennsylvania. Pennsylvania es en el estados unidos. Pennsylvania es fabuloso. A mi me gusta Pennsylvania. Pennsylvania esta al lado de Virginia. Pennsylvania tienes montanas y es perfecto. Me gusta snowboard en las montanas. El tiempo en Pennsylvania es bien. Messiah Universidad esta en Pennsylvania y me gusta Messiah Universidad.,A2
English,Upper beginner,"Vivo en la ciudad de Atlanta en los Estados Unidos. Atlanta es en la norte o central Georgia. Atlanta es un ciudad muy grande. El populacion de Atlanta. Atlanta es un ciudad de muchos parques, las tiendas, y los restarauntes. Etsas muchos personas vive en la ciudad de Atlanta. Atlanta tiene mucho scalles con muchos coches. El otoño de Atlanta hace bueno. El verano de Atlanta hace mucho calor y sol.",A2
English,Upper beginner,Beyonce es un cantante famosa. Quiero su musica. Es un mujer bonita y negro con rubio pela. Ella baile muy bueno. Yo gusto su CD. Ella es un persona simpantica.,A2
Greek,Upper beginner,Un hombre camina en la caiie y de repente ve a un bebe en el camino. El mira a alrededor pero no ve niguin.trata de dejar en algun parte pero no io ne y asi se abraza y se sienta y encuentra una nota que escribe algo el amor pero esta ingles y no entiendo nada no tengo otras palabras para escribe.............................................................................................................................,A2
Japanese,Upper beginner,"Una día, hay una rana en la botella en la habitación de un chico. Una siguiente día, el encontró que la rana sale mientras el estaba durmiendo en su cama. Así que el empiezo a encontrarlo. El iba a la bosque con su perro. El y su perro vistieron muchas lugares. Unas veces, ellos tuvieron que tener dificultad pero ellos traten sus mejores. Últimamente, el pudo encontrar su rana. Entonces, todos iban a sus casa.",A2
English,Upper beginner,"La region vivo en es Estados Unidos. Vivo en una casa en Cedar Rapids, Iowa. Hace calor en verano y hace frio en invierno. En otono lluevo una chaqueta porque hace asi asi. En el verano lluevo unos shorts, una camiseta, un calcetines y unos zapatos porque hace calor. Me gusta comer en el Pancheros por que es muy bueno.",A2
English,Upper beginner,Mi nombre es Michele y yo vive en la estados unidos. Norté Americano es muy interansantes. Yo soy de atlanta Georgia para dicenueve años con mi famillia. Me gusta el páis vive.,A2
English,Upper beginner,"El año pasado yo fue a Naples, Florida para mis vacaciones. Mi familia y yo fuimos a aeropuerto para ir a Florida. Tomó a dos y media horas antés de seamos en Florida. Cuando en Naples, mi hermano, Kevin, y yo dormimos en el mismo cuarto. Todos los noches, nosotros esuchamos musíca antés de nos acostamos. En todos las mañanas mi familia y yo fuimos a la playa. Mi hermano y yo nadamos en el oceano. En una día especial, Kevin y yo miramos dos manatees en el oceano. Los manatees eran gigantes pero eran simpáticos. Los manatees nadaron cerca de mi hermano y yo. Eramos timídos pero después de los manatees nadaron cerca de nuestros, eramos calma. También, mi hermano y yo miramos dolfins en el oceano. Todos los tardes, mi familia y yo comimos almuerzo en la playa. Me gustó comer la pasta de cacahuete mete con arena. ¡Es mi favorita comida para comer en la playa!Con mi sandwích, yo comé las papas fritas y fruta. Después de comé almuerzo, yo duerme en la playa. Durante era dormiendo, yo escuché mi iPod para tuvo mi favorita musíca. Todos los noches, mi familia y yo regresamos a la casa y duchamos antés de salgamos a restaurante.",A2
English,Upper beginner,Oprah Winfrey es una persona famosa. Ella es muy simpitaco y intelegente. Ella tiene muy dinero. Ella pelo morano y ella color favorita es roja. Ella es cincuenta y dos. Ella es baja y ella es un muy bueno actriz.,A2
Japanese,Upper beginner,"El título de la película es “Intouchables”. Allí está la amistad entre un hombre,es de barrio bajo, y rico viejo parálisis sistémica. Ellos son muy diferente pero se llevan bien. Al principio gente en la casa de el  viejo creó que nuevo cuidador estaba  matón. El final de película es clear que lo es mejor de cuidador por qué el viejo podía muchas cosas, cambiaba antes vio le.",A2
English,Upper beginner,"Mi llamo es Ashley Adams y mi familia es bien. Mi casa es grande y blanco. Yo tengo padre, madre, hermana, y hermano. Yo vivar en lafayette. Lafayette es no calor. Yo tengo en sala. La sala es bien. Yo me gusta mi casa. Yo tengo en feliz familia. Yo me gustan mi amigos. Mi amigos gusta me. Mi amiga, Sami Gruse es bonita. Mi amiga, Olivia Walker es rubia y inteligiente. Mi amiga, Olivia Misenheimer es divertida y bonita. Mi amiga, Lynn Harding es inteligente y bonita. Mi amiga, Sarah Penix es bonita y rubia pero muy divertida. Mi amiga, Maggie Mraz es muy bonita y inteligeinte. MI amiga, Claire Reihle es muy bonita y inteligiente. Mi amiga, Jessica Wade es muy bonita y inteligiente. Mi amiga, Jesse Behr es muy bonita y inteligiente. Mi amigo, Christopher La Neve es muy inteligiente y guapo. Mi amiga, Hali Reifenrath es muy inteligiente y bonita. Mi amiga, Kiely Decker es muy inteligiente y bonita. Yo amor soy. El escuala es muy aburrida. Mi favorita palabras en espanol es rojo, azul, blanco, nigro, casa, perro, gato, burrito, enchalada, taco, pinata, padre, madre, hermana, hermano, senorita, senor, senora, amigos, fiesta, siesta, cabeza, bonita, divertida, gusta, vivar, tener, rubio, aburrida, inteligiante, Jesus, Corpus Christy, Jose, Jorge, llamo, guapo, hola, verano, oceano, durante, quierra, mariscos, perros, gano, beber, comer, nina, joven, voy, musica, baja, duermo, puerta, cerca. Mi llamo es Ashley Adams y mi familia es bien. Mi casa es grande y blanco. Yo tengo padre, madre, hermana, y hermano. Yo vivar en lafayette. Lafayette es no calor. Yo tengo en sala. La sala es bien. Yo me gusta mi casa. Yo tengo en feliz familia. Yo me gustan mi amigos. Mi amigos gusta me. Mi amiga, Sami Gruse es bonita. Mi amiga, Olivia Walker es rubia y inteligiente. Mi amiga, Olivia Misenheimer es divertida y bonita. Mi amiga, Lynn Harding es inteligente y bonita. Mi amiga, Sarah Penix es bonita y rubia pero muy divertida. Mi amiga, Maggie Mraz es muy bonita y inteligeinte. MI amiga, Claire Reihle es muy bonita y inteligiente. Mi amiga, Jessica Wade es muy bonita y inteligiente. Mi amiga, Jesse Behr es muy bonita y inteligiente. Mi amigo, Christopher La Neve es muy inteligiente y guapo. Mi amiga, Hali Reifenrath es muy inteligiente y bonita. Mi amiga, Kiely Decker es muy inteligiente y bonita. Yo amor soy. El escuala es muy aburrida. Mi favorita palabras en espanol es rojo, azul, blanco, nigro, casa, perro, gato, burrito, enchalada, taco, pinata, padre, madre, hermana, hermano, senorita, senor, senora, amigos, fiesta, siesta, cabeza, bonita, divertida, gusta, vivar, tener, rubio, aburrida, inteligiante, Jesus, Corpus Christy, Jose, Jorge, llamo, guapo, hola, verano, oceano, durante, quierra, mariscos, perros, gano, beber, comer, nina, joven, voy, musica, baja, duermo, puerta, y cerca.",A2
English,Upper beginner,"Hola. Me llamo Eduardo. Vivo en Robins. Está cerca de Cedar Rapids. Robins es pequena, pero es un pueblo muy divertido. Hay mucho cosas a hacer. El parque tiene mucho arboles y flores. Muchas personas ir al parque durante la semana. Me gusta ir al parque el sabado. Tambien, tenemos desayunas en el parque con todo el communidad. Mi casa queda una cuadra del parque. Mis vecinos son muy simpaticos. Me invitan a sus fiestas. Tambien, tienen hijos locos que están emocionados cuando juego con ustedes. Vivo en un buen región.",A2
Japanese,Upper beginner,"Chaplin estaba fumando y caminando.  <br/> Encontró bebé llorando. Abrazó al bebe. Después encontró mujer que tuve bebé. Chaplin estaba poner al bebe al lado de su bebé. Ella vió a Chaplin, devuelvo al bebé a Chaplin.  Es encontró a policia. Chaplin estaba corriendo mucho.",A2
English,Upper beginner,"Sali a Outback Steakhouse con mi novia anoche. Outback Steakhouse es la menos cara de otra restaurantes de filete. Para un aperitivo Outback Steakhouse tenga el mejor de la cebolla, la “Bloomin’ Onion.” Pedi un filete y mi filete hizo muy bueno. Mi novia comio camarones . Nos camarera recibio un propina largo porque ella es una camarera bueno. El pan a Outback Steakhouse es muy bueno y el pan es muy importante a mi. El pan es bueno porque lo es un poco dulce y yo gusto pan de dulce. Yo teni un tiempo exceptional con mi novia a Outback Steakhouse!",A2
English,Upper beginner,"nombran a la persona famosa de que voy a hablar como Shah Rukh Khan. Él es agente de la India. él ahora ha trabajado para Bollywood por cerca de veinte años. él ha actuado en por lo menos 150 películas con la tapa la mayoría de las actrices y todas esas películas han sido bombas de superdemolición con una excepción de un par. Además de su vida profesional, él tiene una familia feliz que su familia consiste en una esposa y dos cabritos. El nombre de su hijo es aryan y el nombre de la hija es saraa. Sus cabritos aman mirar sus películas y su esposa es muy de apoyo también. Él intenta su mejor para guardar su personal y las vidas profesionales se separan pasando por lo menos 2 horas con sus cabritos cada día. debido a cuál, él no se ha divulgado siempre para ser contratado a un asunto marital adicional.",A2
English,Upper beginner,En el futuro estaré una doctor. Mi vida estaré divertido. también fumaré el cesped todos los dias.,A2
Japanese,Upper beginner,"El video fue creado por Chaplin, un creador muy famoso en viejos tiempos. El color de video es blanco y negro. Hay una musica triste y hay no gente hablar. Hay un señor en la calle. Él encountre con una babe pero intente esconder. Y hay una señora con una babe, y un polícia. El video es muy gracioso y interesentra.",A2
Japanese,Upper beginner,Yo creo que la ciudad es muy muy frío.Es muy divertido y alegre.La ciudad es muy hermosa y muy limpio.Yo quiero que viva esta ciudad.Yo creo que no fume.Porque tiene enfermo.Yo quiero que la madre volver.Chapprin es muy simpático y amable. ¿Donde está ciudad? Quiero que ir a este lugar con mi amigas.,A2
